text.started,text_2.started,key_resp.started,key_resp.keys,key_resp.rt,exit_TEXT.started,exit_RESP.started,image1.started,textbox1.started,image2.started,textbox2.started,image3.started,textbox3.started,image4.started,textbox4.started,image5.started,textbox5.started,image6.started,textbox6.started,image7.started,textbox7.started,image8.started,textbox8.started,image9.started,textbox9.started,image10.started,textbox10.started,image11.started,textbox11.started,image12.started,textbox12.started,image13.started,textbox13.started,image14.started,textbox14.started,exit_RESP.keys,exit_RESP.rt,textbox1.text,textbox2.text,textbox3.text,textbox4.text,textbox5.text,textbox6.text,textbox7.text,textbox8.text,textbox9.text,textbox10.text,textbox11.text,textbox12.text,textbox13.text,textbox14.text,text_3.started,participant,session,date,expName,psychopyVersion,frameRate,
24.727581682993332,28.727808891999302,28.727808891999302,space,1.2639803839992965,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,055955,001,2023-01-17_16h17.14.128,NavUtil_RO,2022.2.4,None,
,,,,,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,30.12077425199095,return,7.7931318979972275,,,,,,,,,,,,,,,,055955,001,2023-01-17_16h17.14.128,NavUtil_RO,2022.2.4,None,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.93953054799931,,,,,,,
